	AC	AL	DE	DR	EN	GS	ID	LENG	NC	TC
TIGR02859	TIGR02859	clustalw	RNA polymerase sigma-H factor	SWISSPROT; P17869; Bacillus subtilis	RNA polymerase sigma-H factor	sigH	spore_sigH	198	82.50 82.50	294.80 294.80
TIGR01336	TIGR01336	clustalw	photosystem I core protein PsaB	HAMAP; MF_00482; 140 of 140	photosystem I core protein PsaB	psaB	psaB	734	886.40 886.40	921.65 921.65
TIGR01274	TIGR01274	clustalw_manual	1-aminocyclopropane-1-carboxylate deaminase	HAMAP; MF_00807; 34 of 34	1-aminocyclopropane-1-carboxylate deaminase	NA	ACC_deam	337	259.80 259.80	392.00 392.00
TIGR01699	TIGR01699	clustalw	xanthosine phosphorylase	NA	xanthosine phosphorylase	xapA	XAPA	248	294.40 294.40	370.90 370.90
TIGR03806	TIGR03806	muscle_manual	conserved hypothetical protein, HNE_0200 family	NA	conserved hypothetical protein, HNE_0200 family	NA	chp_HNE_0200	314	200.05 200.05	313.30 313.30
TIGR03368	TIGR03368	muscle_manual	cellulose synthase operon protein YhjU	NA	cellulose synthase operon protein YhjU	yhjU	cellulose_yhjU	518	208.50 208.50	410.20 410.20
TIGR00973	TIGR00973	clustalw	2-isopropylmalate synthase	HAMAP; MF_01025; 77 of 96	2-isopropylmalate synthase, bacterial type	leuA	leuA_bact	494	597.20 597.20	598.70 598.70
TIGR00112	TIGR00112	clustalw	pyrroline-5-carboxylate reductase	PROSITE; PDOC00451	pyrroline-5-carboxylate reductase	proC	proC	263	89.05 89.05	196.75 196.75
TIGR02017	TIGR02017	clustalw	N-formylglutamate deformylase	NA	N-formylglutamate amidohydrolase	hutG	hutG_amidohyd	263	127.20 127.20	278.75 278.75
TIGR03133	TIGR03133	muscle	malonate decarboxylase, beta subunit	NA	malonate decarboxylase, beta subunit	mdcD	malonate_beta	274	127.80 127.80	278.15 278.15
TIGR03291	TIGR03291	muscle	putative methanogenesis marker protein 17	NA	putative methanogenesis marker protein 17	NA	methan_mark_17	185	64.80 64.80	67.10 67.10
TIGR03547	TIGR03547	muscle_manual	mutatrotase, YjhT family	NA	mutatrotase, YjhT family	NA	muta_rot_YjhT	346	156.00 156.00	256.35 256.35
TIGR01546	TIGR01546	clustalw	glyceraldehyde-3-phosphate dehydrogenase, type II	HAMAP; MF_00559; 43 of 43	glyceraldehyde-3-phosphate dehydrogenase, type II	NA	GAPDH-II_archae	333	56.25 56.25	232.90 232.90
TIGR00306	TIGR00306	clustalw	2,3-bisphosphoglycerate-independent phosphoglycerate mutase, archaeal form	HAMAP; MF_01402; 45 of 47	2,3-bisphosphoglycerate-independent phosphoglycerate mutase, archaeal form	apgM	apgM	396	95.50 95.50	264.50 264.50
TIGR01522	TIGR01522	clustalw	calcium-transporting P-type ATPase, PMR1-type	NA	golgi membrane calcium-translocating P-type ATPase	NA	ATPase-IIA2_Ca	854	792.15 792.15	798.30 798.30
TIGR01913	TIGR01913	clustalw_manual	phage recombination protein Bet	NA	phage recombination protein Bet	bet	bet_lambda	188	56.55 56.55	76.95 76.95
TIGR03636	TIGR03636	muscle_manual	archaeal ribosomal protein L23	NA	archaeal ribosomal protein L23	NA	L23_arch	77	91.60 91.60	94.95 94.95
TIGR03851	TIGR03851	muscle_manual	carbohydrate ABC transporter, N-acetylglucosamine/diacetylchitobiose-binding protein	NA	carbohydrate ABC transporter, N-acetylglucosamine/diacetylchitobiose-binding protein	ngcE	chitin_NgcE	450	312.05 312.05	399.65 399.65
TIGR01180	TIGR01180	clustalw	putative alpha-1,2-mannosidase	NA	alpha-1,2-mannosidase, putative	NA	aman2_put	749	168.70 168.70	249.55 249.55
TIGR04234	TIGR04234	muscle_manual	RNA-directed RNA polymerase	NA	seadornavirus RNA-directed RNA polymerase	NA	seadorna_RNAP	1144	35.00 35.00	150.00 150.00
TIGR03008	TIGR03008	muscle	CAAX prenyl protease-related protein	NA	CAAX prenyl protease-related protein	NA	pepcterm_CAAX	222	61.10 61.10	81.05 81.05
TIGR01305	TIGR01305	clustalw	guanosine monophosphate reductase	HAMAP; MF_00596; 44 of 46	guanosine monophosphate reductase, eukaryotic	guaC	GMP_reduct_1	343	216.20 216.20	492.15 492.15
TIGR03480	TIGR03480	muscle	hopanoid biosynthesis associated RND transporter like protein HpnN	NA	hopanoid biosynthesis associated RND transporter like protein HpnN	hpnN	HpnN	862	401.60 401.60	751.85 751.85
TIGR03254	TIGR03254	muscle	oxalyl-CoA decarboxylase	NA	oxalyl-CoA decarboxylase	oxc	oxalate_oxc	554	649.80 649.80	739.40 739.40
TIGR03077	TIGR03077	muscle	glycine cleavage protein H-like protein	NA	glycine cleavage protein H-like protein, Chlamydial	NA	not_gcvH	110	143.85 143.85	144.05 144.05
TIGR00247	TIGR00247	clustalw	conserved hypothetical protein, YceG family	SP:P44720	conserved hypothetical protein, YceG family	NA	TIGR00247	347	93.65 93.65	103.40 103.40
TIGR00027	TIGR00027	clustalw	methyltransferase, TIGR00027 family	PF02409; Omt_N; O-methyltransferase N-terminus	methyltransferase, TIGR00027 family	NA	mthyl_TIGR00027	259	67.25 67.25	93.55 93.55
TIGR02104	TIGR02104	clustalw	pullulanase, type I	GB|AAB06264.1; Caldicellulosiruptor saccharolyticus	pullulanase, type I	pulA	pulA_typeI	605	431.75 431.75	504.50 504.50
TIGR02699	TIGR02699	clustalw	archaeoflavoprotein AfpA	NA	archaeoflavoprotein AfpA	afpA	archaeo_AfpA	174	184.25 184.25	192.45 192.45
TIGR01684	TIGR01684	clustalw	viral phosphatase	NA	viral phosphatase	NA	viral_ppase	301	43.85 43.85	134.00 134.00
TIGR00642	TIGR00642	NA	methylmalonyl-CoA mutase, small subunit	OUTGROUP; EGAD|9936|EC2917	methylmalonyl-CoA mutase, heterodimeric type, beta chain	mutA	mmCoA_mut_beta	620	284.30 284.30	617.25 617.25
TIGR01496	TIGR01496	clustalw_manual	dihydropteroate synthase	EXPERIMENTAL; SP|P19539; Plasmid pGS05	dihydropteroate synthase	folP	DHPS	258	92.70 92.70	162.60 162.60
TIGR03999	TIGR03999	muscle_manual	N-acetyl-alpha-D-glucosaminyl L-malate synthase BshA	NA	N-acetyl-alpha-D-glucosaminyl L-malate synthase BshA	bshA	thiol_BshA	375	173.85 173.85	273.70 273.70
TIGR00929	TIGR00929	clustalw_manual	type IV secretion/conjugal transfer ATPase, VirB4 family	NA	type IV secretion/conjugal transfer ATPase, VirB4 family	NA	VirB4_CagE	792	293.55 293.55	643.10 643.10
TIGR00930	TIGR00930	clustalw_manual	K-Cl cotransporter	NA	K-Cl cotransporter	ccc	2a30	936	817.95 817.95	953.40 953.40
TIGR00596	TIGR00596	NA	DNA repair protein (rad1)	SWISSPROT; P06777;	DNA repair protein (rad1)	NA	rad1	813	346.10 346.10	806.65 806.65
TIGR01737	TIGR01737	clustalw	phosphoribosylformylglycinamidine synthase I	HAMAP; MF_00421; 142 of 143	phosphoribosylformylglycinamidine synthase I	purQ	FGAM_synth_I	228	151.80 151.80	177.80 177.80
TIGR00238	TIGR00238	clustalw_manual	KamA family protein	NA	KamA family protein	NA	TIGR00238	331	115.45 115.45	199.20 199.20
TIGR01146	TIGR01146	clustalw	ATP synthase F1, gamma subunit	HAMAP; MF_00815; 511 of 518	ATP synthase, F1 gamma subunit	atpG	ATPsyn_F1gamma	286	58.75 58.75	194.45 194.45
TIGR04049	TIGR04049	muscle_manual	AIR synthase-related protein, sll0787 family	NA	AIR synthase-related protein, sll0787 family	NA	AIR_rel_sll0787	318	321.10 321.10	321.30 321.30
TIGR04204	TIGR04204	muscle_manual	MAST domain	NA	MAST domain	NA	MAST_ArtA_sort	183	55.00 55.00	150.00 150.00
TIGR02977	TIGR02977	muscle	phage shock protein A	PFAM; PF04012; PspA/IM30 family	phage shock protein A	pspA	phageshock_pspA	219	170.25 170.25	242.95 242.95
TIGR03609	TIGR03609	muscle_manual	polysaccharide pyruvyl transferase CsaB	NA	polysaccharide pyruvyl transferase CsaB	csaB	S_layer_CsaB	301	145.65 145.65	213.10 213.10
TIGR04192	TIGR04192	muscle_manual	ATP-GRASP peptide maturase, grasp-with-spasm system	NA	ATP-GRASP peptide maturase, grasp-with-spasm system	gwsG	GRASP_w_spasm	318	220.00 220.00	230.00 230.00
TIGR01130	TIGR01130	clustalw_manual	protein disulfide isomerase	NA	protein disulfide isomerase, eukaryotic	NA	ER_PDI_fam	476	163.25 163.25	344.25 344.25
TIGR03571	TIGR03571	muscle_manual	luciferase-type oxidoreductase, BA3436 family	NA	luciferase-type oxidoreductase, BA3436 family	NA	lucif_BA3436	304	135.60 135.60	303.90 303.90
TIGR00820	TIGR00820	clustalw_manual	ZIP zinc/iron transport family	NA	ZIP zinc/iron transport family	zip	zip	324	168.40 168.40	231.15 231.15
TIGR03332	TIGR03332	muscle	2,3-diketo-5-methylthiopentyl-1-phosphate enolase	HAMAP; MF_01679; 6 of 17	2,3-diketo-5-methylthiopentyl-1-phosphate enolase	mtnW	salvage_mtnW	407	359.20 359.20	513.60 513.60
TIGR01894	TIGR01894	clustalw	CRISPR type III-B/RAMP module RAMP protein Cmr1	PFAM; PF03787; RAMP superfamily	CRISPR type III-B/RAMP module RAMP protein Cmr1	cmr1	cas_TM1795_cmr1	167	19.30 19.30	28.65 28.65
TIGR03176	TIGR03176	muscle	allantoate amidohydrolase	NA	allantoate amidohydrolase	allC	AllC	406	535.15 535.15	597.75 597.75
TIGR01469	TIGR01469	clustalw_manual	uroporphyrinogen-III C-methyltransferase	HAMAP; MF_01646; 105 of 106	uroporphyrin-III C-methyltransferase	cobA	cobA_cysG_Cterm	238	184.25 184.25	185.00 185.00
TIGR04261	TIGR04261	muscle_manual	radical SAM/SPASM domain protein, GRRM system	NA	radical SAM/SPASM domain protein, GRRM system	grrM	rSAM_GlyRichRpt	363	275.00 275.00	310.00 310.00
TIGR02601	TIGR02601	clustalw	autotransporter-associated beta strand repeat	SCOP; b.80.1.7; Virulence factor P.69 pertactin	autotransporter-associated beta strand repeat	NA	autotrns_rpt	32	16.05 16.05	19.85 19.85
TIGR03116	TIGR03116	muscle	CRISPR type AFERR-associated protein Csf3	NA	CRISPR type AFERR-associated protein Csf3	csf3	cas_csf3	215	17.20 17.20	210.15 210.15
TIGR04227	TIGR04227	manual	zinc metalloproteinase 18-residue repeat	NA	zinc metalloproteinase 18-residue repeat	NA	zmp_18_rpt	18	21.00 16.00	50.00 20.00
TIGR00500	TIGR00500	clustalw	methionine aminopeptidase, type I	NA	methionine aminopeptidase, type I	map	met_pdase_I	247	130.85 130.85	171.35 171.35
TIGR00697	TIGR00697	manual	conserved hypothetical integral membrane protein	InterPro; IPR003744	conserved hypothetical integral membrane protein	NA	TIGR00697	201	42.50 42.50	50.95 50.95
TIGR02796	TIGR02796	clustalw_manual	protein TolQ	NA	TolQ protein	tolQ	tolQ	216	201.15 201.15	221.00 221.00
TIGR00137	TIGR00137	clustalw	tRNA:m(5)U-54 methyltransferase	HAMAP; MF_01037; 207 of 218	tRNA:m(5)U-54 methyltransferase	trmFO	gid_trmFO	433	82.85 82.85	428.65 428.65
TIGR03787	TIGR03787	muscle_manual	proteobacterial dedicated sortase system response regulator	NA	proteobacterial dedicated sortase system response regulator	pdsR	marine_sort_RR	227	310.60 310.60	335.70 335.70
TIGR01136	TIGR01136	clustalw_manual	cysteine synthase	COGS; COG0031	cysteine synthase	NA	cysKM	299	335.75 335.75	344.15 344.15
TIGR02120	TIGR02120	clustalw	type II secretion system protein F	NA	type II secretion system protein F	gspF	GspF	401	395.55 395.55	424.00 424.00
TIGR01771	TIGR01771	clustalw_manual	L-lactate dehydrogenase	HAMAP; MF_00488; 171 of 173	L-lactate dehydrogenase	NA	L-LDH-NAD	299	281.90 281.90	303.55 303.55
TIGR00246	TIGR00246	clustalw	rRNA large subunit m3Psi methyltransferase RlmH	HAMAP; MF_00658; 247 of 402	rRNA large subunit m3Psi methyltransferase RlmH	rlmH	tRNA_RlmH_YbeA	155	49.10 49.10	149.70 149.70
TIGR00517	TIGR00517	NA	acyl carrier protein	HAMAP; MF_01217; 345 of 374	acyl carrier protein	acpP	acyl_carrier	77	26.40 26.40	70.45 70.45
TIGR00533	TIGR00533	clustalw	hydroxymethylglutaryl-CoA reductase (NADPH)	PROSITE; PDOC00064; Hydroxymethylglutaryl-coenzyme A reductase signatures and profile	3-hydroxy-3-methylglutaryl Coenzyme A reductase, hydroxymethylglutaryl-CoA reductase (NADP)	hmgA	HMG_CoA_R_NADP	402	204.70 204.70	441.80 441.80
TIGR01077	TIGR01077	clustalw	ribosomal protein L13	HAMAP; MF_01366; 28 of 470	ribosomal protein L13, archaeal/eukaryotic	rplM	L13_A_E	141	62.00 62.00	98.90 98.90
TIGR03979	TIGR03979	muscle_manual	His-Xaa-Ser repeat protein HxsA	PFAM; PF01471; Putative peptidoglycan binding domain	His-Xaa-Ser repeat protein HxsA	hxsA	His_Ser_Rich	190	63.80 63.80	121.65 121.65
TIGR03453	TIGR03453	muscle_manual	plasmid partitioning protein RepA	NA	plasmid partitioning protein RepA	repA	partition_RepA	387	228.65 228.65	348.45 348.45
TIGR02594	TIGR02594	clustalw	TIGR02594 family protein	NA	TIGR02594 family protein	NA	TIGR02594	132	49.80 49.80	70.55 70.55
TIGR02142	TIGR02142	clustalw_manual	molybdate ABC transporter, ATP-binding protein	HAMAP; MF_01705; 72 of 73	molybdenum ABC transporter, ATP-binding protein	modC	modC_ABC	353	241.10 241.10	285.05 285.05
TIGR00196	TIGR00196	clustalw_manual	YjeF family C-terminal domain	PROSITE: PDOC00806 PS01049 PS01050	yjeF C-terminal region, hydroxyethylthiazole kinase-related	NA	yjeF_cterm	277	97.70 97.70	129.85 129.85
TIGR00406	TIGR00406	clustalw	ribosomal protein L11 methyltransferase	HAMAP; MF_00735; 266 of 304	ribosomal protein L11 methyltransferase	prmA	prmA	288	112.05 112.05	183.15 183.15
TIGR00281	TIGR00281	clustalw	segregation and condensation protein B	HAMAP; MF_01804; 94 of 94	segregation and condensation protein B	scpB	TIGR00281	186	65.10 65.10	89.20 89.20
TIGR02790	TIGR02790	clustalw_manual	nickel ABC transporter, permease subunit NikC	NA	nickel ABC transporter, permease subunit NikC	nikC	nickel_nikC	258	348.25 348.25	358.45 358.45
TIGR00242	TIGR00242	clustalw	protein MraZ	HAMAP; MF_01008; 260 of 314	mraZ protein	mraZ	TIGR00242	144	46.10 46.10	98.35 98.35
TIGR00140	TIGR00140	clustalw	hydrogenase expression/formation protein	NA	hydrogenase expression/formation protein	hybD	hupD	151	103.10 103.10	151.80 151.80
TIGR03007	TIGR03007	muscle	polysaccharide chain length determinant protein, PEP-CTERM locus subfamily	PFAM; Wzz; Chain length determinant protein	polysaccharide chain length determinant protein, PEP-CTERM locus subfamily	NA	pepcterm_ChnLen	498	184.85 184.85	278.85 278.85
TIGR02356	TIGR02356	clustalw	thiazole biosynthesis adenylyltransferase ThiF	PFAM; PF00899; ThiF family	thiazole biosynthesis adenylyltransferase ThiF, E. coli subfamily	thiF	adenyl_thiF	203	269.75 269.75	275.25 275.25
TIGR00616	TIGR00616	clustalw_manual	recombinase, phage RecT family	SWISSPROT; P33228;	recombinase, phage RecT family	NA	rect	242	50.50 50.50	52.65 52.65
TIGR02162	TIGR02162	clustalw	trimethylamine-N-oxide reductase c-type cytochrome TorC	NA	trimethylamine-N-oxide reductase c-type cytochrome TorC	torC	torC	387	372.15 372.15	478.20 478.20
TIGR01375	TIGR01375	clustalw	sarcosine oxidase, gamma subunit family	NA	sarcosine oxidase, gamma subunit family, heterotetrameric form	soxG	soxG	152	29.55 29.55	143.95 143.95
TIGR04125	TIGR04125	muscle_manual	archaeosortase A	NA	archaeosortase A, PGF-CTERM-specific	artA	exosort_PGF_TRM	271	60.00 60.00	75.00 75.00
TIGR03467	TIGR03467	muscle	squalene-associated FAD-dependent desaturase	NA	squalene-associated FAD-dependent desaturase	hpnE	HpnE	430	261.90 261.90	283.05 283.05
TIGR02325	TIGR02325	clustalw	phosphonate metabolism transcriptional regulator PhnF	NA	phosphonates metabolism transcriptional regulator PhnF	phnF	C_P_lyase_phnF	238	155.35 155.35	156.80 156.80
TIGR01541	TIGR01541	clustalw_manual	phage tail tape measure protein, lambda family	EXPERIMENTAL; SP|P03736; phage lambda	phage tail tape measure protein, lambda family	NA	tape_meas_lam_C	332	20.95 20.95	104.75 104.75
TIGR00849	TIGR00849	clustalw_manual	PTS system, glucitol/sorbitol-specific IIA component	URL;	PTS system, glucitol/sorbitol-specific IIA component	NA	gutA	121	105.00 105.00	189.55 189.55
TIGR03083	TIGR03083	muscle_manual	uncharacterized Actinobacterial protein TIGR03083	NA	uncharacterized Actinobacterial protein TIGR03083	NA	TIGR03083	202	41.55 41.55	50.00 50.00
TIGR02382	TIGR02382	clustalw	TDP-D-fucosamine acetyltransferase	PFAM; PF00583; acetyltransferase, GNAT family	TDP-D-fucosamine acetyltransferase	wecD	wecD_rffC	191	95.10 95.10	195.10 195.10
TIGR02978	TIGR02978	muscle	phage shock protein C	PFAM; PF04024; PspC domain	phage shock protein C	pspC	phageshock_pspC	121	71.35 71.35	104.00 104.00
TIGR03131	TIGR03131	muscle	malonate decarboxylase, epsilon subunit	NA	malonate decarboxylase, epsilon subunit	mdcH	malonate_mdcH	297	271.60 271.60	297.90 297.90
TIGR02152	TIGR02152	clustalw_manual	ribokinase	EXPERIMENTAL; GP|4959404; Lactobacillus sakei	ribokinase	rbsK	D_ribokin_bact	298	172.40 172.40	299.65 299.65
TIGR03189	TIGR03189	muscle	cyclohexa-1,5-dienecarbonyl-CoA hydratase	NA	cyclohexa-1,5-dienecarbonyl-CoA hydratase	NA	dienoyl_CoA_hyt	251	122.95 122.95	292.50 292.50
TIGR02829	TIGR02829	clustalw_manual	stage III sporulation protein AE	SWISSPROT; P49782; Bacillus subtilis	stage III sporulation protein AE	spoIIIAE	spore_III_AE	381	75.40 75.40	247.45 247.45
TIGR00896	TIGR00896	clustalw_manual	cyanate transporter	NA	cyanate transporter	NA	CynX	355	303.50 303.50	406.00 406.00
TIGR00710	TIGR00710	NA	drug resistance transporter, Bcr/CflA subfamily	PFAM; PF00083; sugar_tr	drug resistance transporter, Bcr/CflA subfamily	NA	efflux_Bcr_CflA	385	188.55 188.55	200.90 200.90
TIGR02665	TIGR02665	clustalw	molybdopterin-guanine dinucleotide biosynthesis protein A	HAMAP; MF_00316; 80 of 151	molybdopterin-guanine dinucleotide biosynthesis protein A, proteobacterial	mobA	molyb_mobA	186	125.95 125.95	151.85 151.85
TIGR01285	TIGR01285	clustalw_manual	nitrogenase molybdenum-iron cofactor biosynthesis protein NifN	NA	nitrogenase molybdenum-iron cofactor biosynthesis protein NifN	nifN	nifN	433	325.30 325.30	326.80 326.80
TIGR01615	TIGR01615	clustalw_manual	uncharacterized plant-specific domain TIGR01615	NA	uncharacterized plant-specific domain TIGR01615	NA	A_thal_3542	131	29.80 29.80	80.05 80.05
TIGR00980	TIGR00980	clustalw_manual	mitochondrial import inner membrane translocase subunit tim17	NA	mitochondrial import inner membrane translocase subunit tim17	tim17	3a0801so1tim17	170	239.15 239.15	251.05 251.05
TIGR04008	TIGR04008	muscle	colanic acid biosynthesis acetyltransferase WcaF	NA	colanic acid biosynthesis acetyltransferase WcaF	wcaF	WcaF	180	326.05 326.05	326.30 326.30
TIGR02238	TIGR02238	clustalw	meiotic recombinase Dmc1	NA	meiotic recombinase Dmc1	DMC1	recomb_DMC1	314	443.55 443.55	447.70 447.70
TIGR00862	TIGR00862	clustalw_manual	intracellular chloride channel protein	NA	intracellular chloride channel protein	NA	O-ClC	236	237.80 237.80	358.95 358.95
TIGR03027	TIGR03027	muscle_manual	putative polysaccharide export protein, PEP-CTERM sytem-associated	NA	putative polysaccharide export protein, PEP-CTERM sytem-associated	NA	pepcterm_export	166	132.55 132.55	216.30 216.30
TIGR00394	TIGR00394	clustalw	PTS system, lactose-specific IIC component	URL; http://www-biology.ucsd.edu/~msaier/transport/4_A_3.html	phosphotransferase system, lactose specific, IIC component	NA	lac_pts_IIC	412	388.15 388.15	614.40 614.40
TIGR02999	TIGR02999	muscle	RNA polymerase sigma factor, TIGR02999 family	NA	RNA polymerase sigma factor, TIGR02999 family	NA	Sig-70_X6	183	88.00 88.00	126.15 126.15
TIGR01878	TIGR01878	clustalw	CRISPR type I-A/APERN-associated protein Csa5	URL	CRISPR type I-A/APERN-associated protein Csa5	csa5	cas_Csa5	107	22.85 22.85	53.35 53.35
TIGR02850	TIGR02850	clustalw	RNA polymerase sigma-G factor	SWISSPROT; P19940; Bacillus subtilis	RNA polymerase sigma-G factor	sigG	spore_sigG	254	324.75 324.75	457.00 457.00
TIGR02199	TIGR02199	clustalw_manual	bifunctional protein RfaE, domain II	HAMAP; MF_01603; 145 of 148	rfaE bifunctional protein, domain II	rfaE	rfaE_dom_II	144	91.55 91.55	181.50 181.50
TIGR01700	TIGR01700	clustalw	purine nucleoside phosphorylase I, inosine and guanosine-specific	NA	purine nucleoside phosphorylase I, inosine and guanosine-specific	NA	PNPH	249	288.70 288.70	293.35 293.35
TIGR01172	TIGR01172	clustalw	serine O-acetyltransferase	NA	serine O-acetyltransferase	cysE	cysE	162	134.40 134.40	210.65 210.65
TIGR02480	TIGR02480	clustalw	flagellar motor switch protein FliN	NA	flagellar motor switch protein FliN	fliN	fliN	77	58.35 58.35	84.05 84.05
TIGR00221	TIGR00221	clustalw	N-acetylglucosamine-6-phosphate deacetylase	Swissprot; P15300;	N-acetylglucosamine-6-phosphate deacetylase	nagA	nagA	380	167.20 167.20	225.65 225.65
TIGR01832	TIGR01832	clustalw_manual	2-deoxy-D-gluconate 3-dehydrogenase	EXPERIMENTAL; SP|Q05528; Erwinia chrysanthemi	2-deoxy-D-gluconate 3-dehydrogenase	kduD	kduD	248	284.85 284.85	338.85 338.85
TIGR01355	TIGR01355	clustalw_manual	cytidine deaminase	HAMAP; MF_01558; 49 of 71	cytidine deaminase, homodimeric	cdd	cyt_deam_dimer	283	90.25 90.25	275.00 275.00
TIGR00945	TIGR00945	clustalw_manual	twin arginine-targeting protein translocase TatC	NA	Twin arginine targeting (Tat) protein translocase TatC	tatC	tatC	215	92.55 92.55	132.70 132.70
TIGR00464	TIGR00464	clustalw	glutamate--tRNA ligase	HAMAP; MF_00022; 514 of 565	glutamyl-tRNA synthetase, bacterial family	gltX	gltX_bact	470	260.60 260.60	289.95 289.95
TIGR03600	TIGR03600	muscle_manual	phage replicative helicase, DnaB family	NA	phage replicative helicase, DnaB family, HK022 subfamily	NA	phage_DnaB	421	498.45 498.45	498.65 498.65
TIGR01478	TIGR01478	clustalw_manual	variant surface antigen, stevor family	NA	variant surface antigen, stevor family	NA	STEVOR	308	57.35 57.35	166.65 166.65
